id,locationName,address,hasEBT,hasMarketMatch,rewards,coupons,position__lat,position__long,season_1_start,season_1_end,season_2_start,season_2_end,days,frequency,time_open,time_close,sylmarDistance,searchLink,phoneNumber,websiteURL,storeType,freshFruit,freshVegetables,freshDairy,unprocessedMeat,flagged,flagReason,noInfo,permanentlyClosed,comments
22,Foothill V & Y Inc #81435,"13883 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.311997,-118.43582,,,,,,,,,3028,"Foothill V & Y Inc #81435 13883 Foothill Blvd, Sylmar, CA 91342",null,null,DON'T INCLUDE,,,,,TRUE,Gas Station,FALSE,FALSE,Would omit from the overall list
596,Olive View-UCLA Medical Center Farmers' Market,"14445 Olive View Dr, Sylmar, 91342",FALSE,TRUE,null,null,34.32621,-118.446163,Year Round,null,null,null,Friday,null,9:00:00,14:00:00,3069,"Olive View-UCLA Medical Center Farmers' Market 14445 Olive View Dr, Sylmar, 91342",null,null,Farmer's Market,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,"Duplicate of ID31, would check image for meat and dairy"
17,Kiko's Mini Market,"552 S Kalisher St, San Fernando, CA 91340",TRUE,FALSE,null,null,34.282815,-118.447501,,,,,,,,,3102,"Kiko's Mini Market 552 S Kalisher St, San Fernando, CA 91340",null,null,DON'T INCLUDE,NONE,NONE,NONE,NONE,FALSE,Other (Not Recommended),FALSE,FALSE,Equivalent Selection to Gas Station
16,El Super,"315 San Fernando Mission Blvd, San Fernando, CA 91340",TRUE,FALSE,null,null,34.28434,-118.444695,,,,,,,,,3136,"El Super 315 San Fernando Mission Blvd, San Fernando, CA 91340",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
25,Rite Aid #5552,"13803 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.310858,-118.433785,,,,,,,,,3182,"Rite Aid #5552 13803 Foothill Blvd, Sylmar, CA 91342",null,null,Pharmacy,NONE,NONE,NONE,NONE,FALSE,Other (Not Recommended),TRUE,FALSE,
23,Vons,"13730 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.308293,-118.433196,,,,,,,,,3191,"Vons 13730 Foothill Blvd, Sylmar, CA 91342",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
30,99 Cent Only Store #422,"13237 Gladstone Ave, Sylmar, CA 91342",TRUE,FALSE,null,null,34.3114,-118.429728,,,,,,,,,3560,"99 Cent Only Store #422 13237 Gladstone Ave, Sylmar, CA 91342",null,null,,,,,,TRUE,Dollar Store,FALSE,FALSE,
26,Pioneer Market Inc.,"465 S Brand Blvd, San Fernando, CA 91340",TRUE,FALSE,null,null,34.279959,-118.442763,,,,,,,,,3621,"Pioneer Market Inc. 465 S Brand Blvd, San Fernando, CA 91340",null,null,Meat,NONE,NONE,NONE,LOW,FALSE,,FALSE,FALSE,"Likely would not include, sells just meat"
33,Orchard's Neighborhood Market,"13221 Gladstone Ave, Sylmar, CA 91342",TRUE,FALSE,null,null,34.311,-118.42889,,,,,,,,,3627,"Orchard's Neighborhood Market 13221 Gladstone Ave, Sylmar, CA 91342",null,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
45,Brothers Fresh Markeplace,"118581/2 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.2863,-118.500907,,,,,,,,,3705,"Brothers Fresh Markeplace 118581/2 Balboa Blvd, Granada Hills, CA 91344",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
28,Laurel Canyon Shell #106,"11274 Laurel Canyon Blvd, San Fernando, CA 91340",TRUE,FALSE,null,null,34.275302,-118.449144,,,,,,,,,3734,"Laurel Canyon Shell #106 11274 Laurel Canyon Blvd, San Fernando, CA 91340",null,null,DON'T INCLUDE,,,,,TRUE,Gas Station,FALSE,FALSE,
29,Ziggy's Meat Market,"965 N Maclay Ave, San Fernando, CA 91340",TRUE,FALSE,null,null,34.293574,-118.42764,,,,,,,,,3902,"Ziggy's Meat Market 965 N Maclay Ave, San Fernando, CA 91340",null,null,Meat,HIGH,HIGH,NONE,HIGH,FALSE,,FALSE,FALSE,
35,G&M #123,"11221 Laurel Canyon Blvd, San Fernando, CA 91340",TRUE,FALSE,null,null,34.273612,-118.448416,,,,,,,,,3932,"G&M #123 11221 Laurel Canyon Blvd, San Fernando, CA 91340",null,null,DON'T INCLUDE,,,,,TRUE,Gas Station,FALSE,FALSE,Would omit from the overall list
32,Ed's Market,"972 N Maclay Ave, San Fernando, CA 91340",TRUE,FALSE,null,null,34.293354,-118.427126,,,,,,,,,3954,"Ed's Market 972 N Maclay Ave, San Fernando, CA 91340",(818) 361-2525,null,Grocery,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,Needs more information
34,Lalo's Discount Store,"1035 N Maclay Ave, San Fernando, CA 91340",TRUE,FALSE,null,null,34.294544,-118.426282,,,,,,,,,3986,"Lalo's Discount Store 1035 N Maclay Ave, San Fernando, CA 91340",null,null,DON'T INCLUDE,NONE,NONE,NONE,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,"Discount store, no healthy food options"
41,Alta Dena Express,"16138 San Fernando Mission Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.271611,-118.484001,,,,,,,,,4022,"Alta Dena Express 16138 San Fernando Mission Blvd, Granada Hills, CA 91344",null,null,Convenience Store,NONE,NONE,LOW,NONE,TRUE,Other (Not Recommended),FALSE,FALSE,Mostly unhealthy food options
42,Sanamyan Meat & Grill,"16156 San Fernando Mission Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.271528,-118.484252,,,,,,,,,4040,"Sanamyan Meat & Grill 16156 San Fernando Mission Blvd, Granada Hills, CA 91344",null,null,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
36,Maclay Market,"1024 N Maclay Ave, San Fernando, CA 91340",TRUE,FALSE,null,null,34.293653,-118.42594,,,,,,,,,4047,"Maclay Market 1024 N Maclay Ave, San Fernando, CA 91340",(818) 837-1186,null,DON'T INCLUDE,,,,,FALSE,,TRUE,FALSE,
38,Mother's Nutritional Center #242,"1161 N Maclay Ave, San Fernando, CA 91340",TRUE,FALSE,null,null,34.295867,-118.424423,,,,,,,,,4110,"Mother's Nutritional Center #242 1161 N Maclay Ave, San Fernando, CA 91340",null,null,Grocery,HIGH,HIGH,HIGH,NONE,FALSE,,FALSE,FALSE,
39,Central Market Inc,"11479 San Fernando Rd, San Fernando, CA 91340",TRUE,FALSE,null,null,34.278034,-118.435724,,,,,,,,,4213,"Central Market Inc 11479 San Fernando Rd, San Fernando, CA 91340",null,null,DON'T INCLUDE,,,,,TRUE,Other (Not Recommended),FALSE,FALSE,"No healthy food options, most food is processed "
40,Beers Corner Market,"13227 Maclay St, San Fernando, CA 91340",TRUE,FALSE,null,null,34.298072,-118.421378,,,,,,,,,4331,"Beers Corner Market 13227 Maclay St, San Fernando, CA 91340",null,null,DON'T INCLUDE,,,,,TRUE,Liquor Store,FALSE,FALSE,
43,G&M Oil # 0087,"10701 Sepulveda Blvd, Mission Hills, CA 91345",TRUE,FALSE,null,null,34.264907,-118.467828,,,,,,,,,4479,"G&M Oil # 0087 10701 Sepulveda Blvd, Mission Hills, CA 91345",null,null,DON'T INCLUDE,,,,,TRUE,Gas Station,FALSE,FALSE,
44,H&M Mission Hills Market,"15340 Chatsworth St, Mission Hills, CA 91345",TRUE,FALSE,null,null,34.264261,-118.466471,,,,,,,,,4552,"H&M Mission Hills Market 15340 Chatsworth St, Mission Hills, CA 91345",null,null,DON'T INCLUDE,,,,,TRUE,Liquor Store,FALSE,FALSE,
56,Island Pacific Supermarket #27,"11130 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.27319,-118.500401,,,,,,,,,4658,"Island Pacific Supermarket #27 11130 Balboa Blvd, Granada Hills, CA 91344",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
58,Granada International Market,"11116 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.272515,-118.500469,,,,,,,,,4720,"Granada International Market 11116 Balboa Blvd, Granada Hills, CA 91344",(818) 832-5952,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
57,Vons,"16830 San Fernando Mission Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.270979,-118.498896,,,,,,,,,4764,"Vons 16830 San Fernando Mission Blvd, Granada Hills, CA 91344",null,null,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
59,Trader Joe's,"11114 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.272659,-118.501605,,,,,,,,,4775,"Trader Joe's 11114 Balboa Blvd, Granada Hills, CA 91344",(818) 368-6461,https://locations.traderjoes.com/ca/granada-hills/44/,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
60,Manny's Mobil,"16955 San Fernando Mission Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.272386,-118.501929,,,,,,,,,4818,"Manny's Mobil 16955 San Fernando Mission Blvd, Granada Hills, CA 91344",null,null,,,,,,TRUE,Gas Station,FALSE,FALSE,
62,Store #68539,"11105 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.272321,-118.502571,,,,,,,,,4862,"Store #68539 11105 Balboa Blvd, Granada Hills, CA 91344",null,null,,,,,,TRUE,Gas Station,FALSE,FALSE,
67,Target Store,"11133 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.272872,-118.503697,,,,,,,,,4886,"Target Store 11133 Balboa Blvd, Granada Hills, CA 91344",(818) 360-2999,https://www.target.com/c/same-day-delivery/-/N-bswkz?cpng=GMB_PlaceOrder_2329S&rwg_token=AJKvS9XYTFSF_SKP7h0tivzgzjJvl_Mf7_43iMKMoxiEebjqquSSWkrqpuzUynwpzimtYHuerOXe7p1IlYaNPyF8lCWOQIqx1A%3D%3D,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
50,Target #3218,"10340 Sepulveda Blvd, Mission Hills, CA 91345",TRUE,FALSE,null,null,34.258664,-118.466531,,,,,,,,,5175,"Target #3218 10340 Sepulveda Blvd, Mission Hills, CA 91345",(818) 741-1855,https://www.target.com/c/same-day-delivery/-/N-bswkz?cpng=GMB_PlaceOrder_2329S&rwg_token=AJKvS9XYTFSF_SKP7h0tivzgzjJvl_Mf7_43iMKMoxiEebjqquSSWkrqpuzUynwpzimtYHuerOXe7p1IlYaNPyF8lCWOQIqx1A%3D%3D,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
53,Vons,"10321 Sepulveda Blvd, Mission Hills, CA 91345",TRUE,FALSE,null,null,34.258306,-118.468252,,,,,,,,,5214,"Vons 10321 Sepulveda Blvd, Mission Hills, CA 91345",(818) 891-1352,https://www.vons.com/?cmpid=seo_allb_alld_ecom_gmplaor&rwg_token=AJKvS9XXlxNJsi8zG7mZHkca5Uz2pL7b9aN5VACVflIaDY6nvZzssLtuFqj-R_DrncP6VJMn-v0xnNxbN-schTysCiHEn3to8w%3D%3D,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
49,G&M Oil #109,"10685 Laurel Canyon Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.264317,-118.438467,,,,,,,,,5280,"G&M Oil #109 10685 Laurel Canyon Blvd, Pacoima, CA 91331",null,null,,,,,,TRUE,Gas Station,FALSE,FALSE,
46,Costco Wholesale #1071,"13550 Paxton St, Pacoima, CA 91331",TRUE,FALSE,null,null,34.27188,-118.426716,,,,,,,,,5283,"Costco Wholesale #1071 13550 Paxton St, Pacoima, CA 91331",(818) 272-2700,https://www.costco.com/warehouse-locations/pacoima-ca-1071.html,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
47,El Sauz Meat Market,"13236 Paxton St, Pacoima, CA 91331",TRUE,FALSE,null,null,34.277198,-118.420646,,,,,,,,,5329,"El Sauz Meat Market 13236 Paxton St, Pacoima, CA 91331",(747) 225-0299,null,Grocery,LOW,LOW,NONE,HIGH,FALSE,,FALSE,FALSE,
48,Cortesia Market,"11552 Glenoaks Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.280061,-118.4178,,,,,,,,,5371,"Cortesia Market 11552 Glenoaks Blvd, Pacoima, CA 91331",null,null,,,,,,FALSE,,TRUE,FALSE,
54,Dany's Ampm #42801,"14761 Devonshire St, Mission Hills, CA 91345",TRUE,FALSE,null,null,34.257535,-118.453869,,,,,,,,,5450,"Dany's Ampm #42801 14761 Devonshire St, Mission Hills, CA 91345",null,null,,,,,,TRUE,Gas Station,FALSE,FALSE,
78,99 Cents Only Stores  #55,"17034 Chatsworth St, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.264791,-118.503659,,,,,,,,,5578,"99 Cents Only Stores  #55 17034 Chatsworth St, Granada Hills, CA 91344",null,null,,,,,,TRUE,Dollar Store,FALSE,FALSE,
77,Handy Liqour 2,"10642 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.263679,-118.501828,,,,,,,,,5582,"Handy Liqour 2 10642 Balboa Blvd, Granada Hills, CA 91344",null,null,,,,,,TRUE,Liquor Store,FALSE,FALSE,
74,Smart & Final #460,"16210 Devonshire St, North Hills, CA 91343",TRUE,FALSE,null,null,34.256752,-118.485758,,,,,,,,,5637,"Smart & Final #460 16210 Devonshire St, North Hills, CA 91343",(818) 892-3338,https://www.smartandfinal.com/store,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
51,Carniceria La Especial,"13310 Filmore St, Pacoima, CA 91331",TRUE,FALSE,null,null,34.270779,-118.422536,,,,,,,,,5646,"Carniceria La Especial 13310 Filmore St, Pacoima, CA 91331",null,null,,,,,,FALSE,,TRUE,FALSE,
52,La Bodega Meat And Produce Inc,"10915 San Fernando Rd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.268402,-118.425131,,,,,,,,,5661,"La Bodega Meat And Produce Inc 10915 San Fernando Rd, Pacoima, CA 91331",(818) 890-0738,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
55,Smart & Final #372,"10893 San Fernando Rd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.267867,-118.424753,,,,,,,,,5728,"Smart & Final #372 10893 San Fernando Rd, Pacoima, CA 91331",(818) 896-6212,https://www.smartandfinal.com/store,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
61,Numero Uno Market,"10455 Laurel Canyon Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.259407,-118.434108,,,,,,,,,5955,"Numero Uno Market 10455 Laurel Canyon Blvd, Pacoima, CA 91331",(818) 890-9620,https://superiorgrocers.com/locations/,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
66,Mother's Nutritional Center #612,"13643 Van Nuys Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.260637,-118.430252,,,,,,,,,6033,"Mother's Nutritional Center #612 13643 Van Nuys Blvd, Pacoima, CA 91331",(818) 686-1475,https://mothersnc.com/,Big Grocery,HIGH,HIGH,HIGH,NONE,FALSE,,FALSE,FALSE,
63,98 + Bargains,"13003 Van Nuys Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.270407,-118.416961,,,,,,,,,6059,"98 + Bargains 13003 Van Nuys Blvd, Pacoima, CA 91331",null,null,,,,,,TRUE,Dollar Store,FALSE,FALSE,
64,Food 4 Less,"12765 Van Nuys Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.275409,-118.412385,,,,,,,,,6068,"Food 4 Less 12765 Van Nuys Blvd, Pacoima, CA 91331",(818) 890-1151,https://www.food4less.com/stores/grocery/ca/pacoima/n-pacoima/704/00377,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
68,Eden Roc Market,"13404 Van Nuys Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.263881,-118.424502,,,,,,,,,6072,"Eden Roc Market 13404 Van Nuys Blvd, Pacoima, CA 91331",null,null,,,,,,FALSE,,TRUE,FALSE,
83,Victory Produce,"10365 Balboa Blvd, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.259025,-118.502946,,,,,,,,,6072,"Victory Produce 10365 Balboa Blvd, Granada Hills, CA 91344",(818) 366-9873,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
71,La Placita Meat Market,"10402 Laurel Canyon Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.259143,-118.432146,,,,,,,,,6075,"La Placita Meat Market 10402 Laurel Canyon Blvd, Pacoima, CA 91331",null,null,,,,,,FALSE,,TRUE,FALSE,
65,El Toro Grande Market,"13158 Van Nuys Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.267891,-118.419285,,,,,,,,,6084,"El Toro Grande Market 13158 Van Nuys Blvd, Pacoima, CA 91331",(818) 686-2208,null,Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
70,"La Petroleum, Inc","13570 Van Nuys Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.26113,-118.428449,,,,,,,,,6085,"La Petroleum, Inc 13570 Van Nuys Blvd, Pacoima, CA 91331",null,null,,,,,,TRUE,Gas Station,FALSE,FALSE,
600,El Nido Farmers' Market,"11243 Glenoaks Blvd. , Pacoima, 91331",FALSE,TRUE,null,null,34.274191,-118.41264,Year Round,null,null,null,Saturday,null,9:00:00,14:00:00,6124,"El Nido Farmers' Market 11243 Glenoaks Blvd. , Pacoima, 91331",818.830.3646,https://www.elnidofamilycenters.org/farmers-market,Farmer's Market,HIGH,HIGH,NONE,NONE,FALSE,,FALSE,FALSE,
73,Vena Market,"13941 Van Nuys Blvd, Arleta, CA 91331",TRUE,FALSE,null,null,34.255976,-118.436801,,,,,,,,,6166,"Vena Market 13941 Van Nuys Blvd, Arleta, CA 91331",null,null,,,,,,FALSE,,TRUE,FALSE,
84,G&M #97,"17011 Devonshire St, Northridge, CA 91325",TRUE,FALSE,null,null,34.257838,-118.502774,,,,,,,,,6176,"G&M #97 17011 Devonshire St, Northridge, CA 91325",null,null,,,,,,TRUE,Gas Station,FALSE,FALSE,
72,Rite Aid,"12739 Van Nuys Blvd, Pacoima, CA 91331",TRUE,FALSE,null,null,34.275298,-118.410925,,,,,,,,,6188,"Rite Aid 12739 Van Nuys Blvd, Pacoima, CA 91331",(818) 890-1506,https://www.riteaid.com/locations/ca/pacoima/12739-van-nuys-boulevard.html,Pharmacy,NONE,NONE,NONE,NONE,FALSE,,FALSE,FALSE,
85,Ralphs,"16940 Devonshire St, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.256727,-118.501532,,,,,,,,,6224,"Ralphs 16940 Devonshire St, Granada Hills, CA 91344",(818) 363-3173,https://www.ralphs.com/stores/grocery/ca/granada-hills/north-hills-sc/703/00704,Big Grocery,HIGH,HIGH,HIGH,HIGH,FALSE,,FALSE,FALSE,
89,Baith Al Halal,"17515 Chatsworth St, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.265213,-118.51589,,,,,,,,,6278,"Baith Al Halal 17515 Chatsworth St, Granada Hills, CA 91344",null,null,,,,,,FALSE,,TRUE,FALSE,
75,"Best Live Poultry & Fish, Llc","12253 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.282303,-118.402806,,,,,,,,,6486,"Best Live Poultry & Fish, Llc 12253 Foothill Blvd, Sylmar, CA 91342",(818) 686-8834,null,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
76,Araz Market,"12251 Foothill Blvd, Sylmar, CA 91342",TRUE,FALSE,null,null,34.282241,-118.402737,,,,,,,,,6495,"Araz Market 12251 Foothill Blvd, Sylmar, CA 91342",null,null,Restaurant,,,,,FALSE,,FALSE,FALSE,
93,Hovik's Famous Meat & Deli,"17660 Chatsworth St, Granada Hills, CA 91344",TRUE,FALSE,null,null,34.264508,-118.51957,,,,,,,,,6575,"Hovik's Famous Meat & Deli 17660 Chatsworth St, Granada Hills, CA 91344",(818) 360-2400,null,Meat,NONE,NONE,NONE,HIGH,FALSE,,FALSE,FALSE,
